2025-06-02 14:11:09.621 | INFO     | utils.logger:setup_logging:23 - Logging configured.
2025-06-02 14:23:17.886 | INFO     | __main__:main:17 - WebSocket Server will run on ws://127.0.0.1:8001/ws
2025-06-02 14:23:17.927 | INFO     | server.agent_server:lifespan:25 - Agent Server starting up...
2025-06-02 14:23:17.927 | INFO     | server.orchestrator:initialize:34 - Initializing OrchestratorAgent with Google ADK and Perplexity AI...
2025-06-02 14:23:17.959 | ERROR    | protocols.a2a_protocol:discover_agent_card:35 - An unexpected error occurred during agent discovery at http://127.0.0.1:5001/a2a: 'A2AClient' object has no attribute 'discover'
2025-06-02 14:23:17.959 | WARNING  | server.orchestrator:initialize:58 - Could not discover AgentCard for weather_agent at http://127.0.0.1:5001/a2a. It might not be running.
2025-06-02 14:23:18.008 | ERROR    | protocols.a2a_protocol:discover_agent_card:35 - An unexpected error occurred during agent discovery at http://127.0.0.1:5002/a2a: 'A2AClient' object has no attribute 'discover'
2025-06-02 14:23:18.008 | WARNING  | server.orchestrator:initialize:58 - Could not discover AgentCard for web_search_agent at http://127.0.0.1:5002/a2a. It might not be running.
2025-06-02 14:23:18.027 | ERROR    | protocols.a2a_protocol:discover_agent_card:35 - An unexpected error occurred during agent discovery at http://127.0.0.1:5003/a2a: 'A2AClient' object has no attribute 'discover'
2025-06-02 14:23:18.027 | WARNING  | server.orchestrator:initialize:58 - Could not discover AgentCard for news_agent at http://127.0.0.1:5003/a2a. It might not be running.
2025-06-02 14:23:18.027 | INFO     | server.orchestrator:initialize:62 - Loaded 0 ADK tools from A2A agent configurations.
2025-06-02 14:24:17.422 | INFO     | utils.logger:setup_logging:23 - Logging configured.
2025-06-02 14:24:17.424 | INFO     | __main__:main:16 - Starting Multi-Agent System Server on 127.0.0.1:8000
2025-06-02 14:24:17.426 | INFO     | __main__:main:17 - WebSocket Server will run on ws://127.0.0.1:8001/ws
2025-06-02 14:24:17.472 | INFO     | server.agent_server:lifespan:25 - Agent Server starting up...
2025-06-02 14:24:17.472 | INFO     | server.orchestrator:initialize:34 - Initializing OrchestratorAgent with Google ADK and Perplexity AI...
2025-06-02 14:24:17.490 | ERROR    | protocols.a2a_protocol:discover_agent_card:35 - An unexpected error occurred during agent discovery at http://127.0.0.1:5001/a2a: 'A2AClient' object has no attribute 'discover'
2025-06-02 14:24:17.491 | WARNING  | server.orchestrator:initialize:58 - Could not discover AgentCard for weather_agent at http://127.0.0.1:5001/a2a. It might not be running.
2025-06-02 14:24:17.500 | ERROR    | protocols.a2a_protocol:discover_agent_card:35 - An unexpected error occurred during agent discovery at http://127.0.0.1:5002/a2a: 'A2AClient' object has no attribute 'discover'
2025-06-02 14:24:17.504 | WARNING  | server.orchestrator:initialize:58 - Could not discover AgentCard for web_search_agent at http://127.0.0.1:5002/a2a. It might not be running.
2025-06-02 14:24:17.519 | ERROR    | protocols.a2a_protocol:discover_agent_card:35 - An unexpected error occurred during agent discovery at http://127.0.0.1:5003/a2a: 'A2AClient' object has no attribute 'discover'
2025-06-02 14:24:17.520 | WARNING  | server.orchestrator:initialize:58 - Could not discover AgentCard for news_agent at http://127.0.0.1:5003/a2a. It might not be running.
2025-06-02 14:24:17.521 | INFO     | server.orchestrator:initialize:62 - Loaded 0 ADK tools from A2A agent configurations.
2025-06-02 14:24:17.521 | INFO     | server.orchestrator:initialize:92 - OrchestratorAgent fully initialized and ready.
2025-06-02 14:24:17.521 | INFO     | server.agent_server:lifespan:28 - Orchestrator Agent initialized.
2025-06-02 14:24:17.521 | INFO     | server.agent_server:lifespan:44 - Registered A2A tool for agent: weather_agent
2025-06-02 14:24:17.523 | INFO     | server.agent_server:lifespan:44 - Registered A2A tool for agent: web_search_agent
2025-06-02 14:24:17.523 | INFO     | server.agent_server:lifespan:44 - Registered A2A tool for agent: news_agent
2025-06-02 14:24:17.523 | INFO     | server.agent_server:lifespan:48 - Agent Server startup complete.
2025-06-02 14:24:17.523 | INFO     | server.api_gateway:_websocket_response_listener:56 - WebSocket response listener started.
2025-06-02 14:24:17.523 | INFO     | core.message_broker:consume:30 - Created new queue for topic 'InternalMessageType.ORCHESTRATOR_RESPONSE'.
2025-06-02 14:25:43.222 | INFO     | utils.logger:setup_logging:23 - Logging configured.
2025-06-02 14:25:43.960 | INFO     | client.connection_manager:__init__:17 - Client ConnectionManager initialized for ws://127.0.0.1:8001/ws
2025-06-02 14:25:43.960 | INFO     | client.agent_client:__init__:21 - AgentClient initialized. API: http://127.0.0.1:8000/api/v1, WS: ws://127.0.0.1:8001/ws
2025-06-02 14:28:03.082 | INFO     | server.agent_server:lifespan:50 - Agent Server shutting down...
2025-06-02 14:28:03.090 | INFO     | server.websocket_handler:disconnect_all:61 - All WebSocket connections disconnected.
2025-06-02 14:28:03.090 | INFO     | server.orchestrator:shutdown:95 - Shutting down OrchestratorAgent...
2025-06-02 14:28:03.093 | DEBUG    | core.message_broker:publish:16 - Publishing message to topic 'InternalMessageType.AGENT_STATUS_UPDATE': {'status': 'shutdown', 'message': 'Server is shutting down.'}
2025-06-02 14:28:03.093 | WARNING  | core.message_broker:publish:24 - No active queue or subscribers for topic 'InternalMessageType.AGENT_STATUS_UPDATE'. Message not delivered.
2025-06-02 14:28:03.102 | INFO     | server.agent_server:lifespan:57 - Agent Server shutdown complete.
2025-06-02 14:28:29.398 | INFO     | utils.logger:setup_logging:23 - Logging configured.
2025-06-02 14:28:29.398 | INFO     | __main__:main:16 - Starting Multi-Agent System Server on 127.0.0.1:8000
2025-06-02 14:28:29.406 | INFO     | __main__:main:17 - WebSocket Server will run on ws://127.0.0.1:8001/ws
2025-06-02 14:28:29.457 | INFO     | server.agent_server:lifespan:25 - Agent Server starting up...
2025-06-02 14:28:29.457 | INFO     | server.orchestrator:initialize:34 - Initializing OrchestratorAgent with Google ADK and Perplexity AI...
2025-06-02 14:28:29.478 | ERROR    | protocols.a2a_protocol:discover_agent_card:35 - An unexpected error occurred during agent discovery at http://127.0.0.1:5001/a2a: 'A2AClient' object has no attribute 'discover'
2025-06-02 14:28:29.478 | WARNING  | server.orchestrator:initialize:58 - Could not discover AgentCard for weather_agent at http://127.0.0.1:5001/a2a. It might not be running.
2025-06-02 14:28:29.480 | ERROR    | protocols.a2a_protocol:discover_agent_card:35 - An unexpected error occurred during agent discovery at http://127.0.0.1:5002/a2a: 'A2AClient' object has no attribute 'discover'
2025-06-02 14:28:29.487 | WARNING  | server.orchestrator:initialize:58 - Could not discover AgentCard for web_search_agent at http://127.0.0.1:5002/a2a. It might not be running.
2025-06-02 14:28:29.489 | ERROR    | protocols.a2a_protocol:discover_agent_card:35 - An unexpected error occurred during agent discovery at http://127.0.0.1:5003/a2a: 'A2AClient' object has no attribute 'discover'
2025-06-02 14:28:29.489 | WARNING  | server.orchestrator:initialize:58 - Could not discover AgentCard for news_agent at http://127.0.0.1:5003/a2a. It might not be running.
2025-06-02 14:28:29.489 | INFO     | server.orchestrator:initialize:62 - Loaded 0 ADK tools from A2A agent configurations.
2025-06-02 14:28:29.496 | INFO     | server.orchestrator:initialize:92 - OrchestratorAgent fully initialized and ready.
2025-06-02 14:28:29.496 | INFO     | server.agent_server:lifespan:28 - Orchestrator Agent initialized.
2025-06-02 14:28:29.496 | INFO     | server.agent_server:lifespan:44 - Registered A2A tool for agent: weather_agent
2025-06-02 14:28:29.499 | INFO     | server.agent_server:lifespan:44 - Registered A2A tool for agent: web_search_agent
2025-06-02 14:28:29.499 | INFO     | server.agent_server:lifespan:44 - Registered A2A tool for agent: news_agent
2025-06-02 14:28:29.499 | INFO     | server.agent_server:lifespan:48 - Agent Server startup complete.
2025-06-02 14:28:29.499 | INFO     | server.api_gateway:_websocket_response_listener:56 - WebSocket response listener started.
2025-06-02 14:28:29.499 | INFO     | core.message_broker:consume:30 - Created new queue for topic 'InternalMessageType.ORCHESTRATOR_RESPONSE'.
2025-06-02 14:28:36.927 | INFO     | utils.logger:setup_logging:23 - Logging configured.
2025-06-02 14:28:37.616 | INFO     | client.connection_manager:__init__:17 - Client ConnectionManager initialized for ws://127.0.0.1:8001/ws
2025-06-02 14:28:37.616 | INFO     | client.agent_client:__init__:21 - AgentClient initialized. API: http://127.0.0.1:8000/api/v1, WS: ws://127.0.0.1:8001/ws
2025-06-02 22:29:23.147 | INFO     | server.agent_server:lifespan:50 - Agent Server shutting down...
2025-06-02 22:29:23.158 | INFO     | server.websocket_handler:disconnect_all:61 - All WebSocket connections disconnected.
2025-06-02 22:29:23.160 | INFO     | server.orchestrator:shutdown:95 - Shutting down OrchestratorAgent...
2025-06-02 22:29:23.169 | DEBUG    | core.message_broker:publish:16 - Publishing message to topic 'InternalMessageType.AGENT_STATUS_UPDATE': {'status': 'shutdown', 'message': 'Server is shutting down.'}
2025-06-02 22:29:23.170 | WARNING  | core.message_broker:publish:24 - No active queue or subscribers for topic 'InternalMessageType.AGENT_STATUS_UPDATE'. Message not delivered.
2025-06-02 22:29:23.172 | INFO     | server.agent_server:lifespan:57 - Agent Server shutdown complete.
2025-06-02 22:29:47.000 | INFO     | utils.logger:setup_logging:23 - Logging configured.
2025-06-02 22:29:47.000 | INFO     | __main__:main:16 - Starting Multi-Agent System Server on 127.0.0.1:8000
2025-06-02 22:29:47.010 | INFO     | __main__:main:17 - WebSocket Server will run on ws://127.0.0.1:8001/ws
2025-06-02 22:29:47.054 | INFO     | server.agent_server:lifespan:25 - Agent Server starting up...
2025-06-02 22:29:47.054 | INFO     | server.orchestrator:initialize:34 - Initializing OrchestratorAgent with Google ADK and Perplexity AI...
2025-06-02 22:29:47.104 | ERROR    | protocols.a2a_protocol:discover_agent_card:36 - An unexpected error occurred during agent discovery at http://127.0.0.1:5001/a2a: 'A2AClient' object has no attribute 'discover'
2025-06-02 22:29:47.104 | WARNING  | server.orchestrator:initialize:58 - Could not discover AgentCard for weather_agent at http://127.0.0.1:5001/a2a. It might not be running.
2025-06-02 22:29:47.115 | ERROR    | protocols.a2a_protocol:discover_agent_card:36 - An unexpected error occurred during agent discovery at http://127.0.0.1:5002/a2a: 'A2AClient' object has no attribute 'discover'
2025-06-02 22:29:47.115 | WARNING  | server.orchestrator:initialize:58 - Could not discover AgentCard for web_search_agent at http://127.0.0.1:5002/a2a. It might not be running.
2025-06-02 22:29:47.122 | ERROR    | protocols.a2a_protocol:discover_agent_card:36 - An unexpected error occurred during agent discovery at http://127.0.0.1:5003/a2a: 'A2AClient' object has no attribute 'discover'
2025-06-02 22:29:47.123 | WARNING  | server.orchestrator:initialize:58 - Could not discover AgentCard for news_agent at http://127.0.0.1:5003/a2a. It might not be running.
2025-06-02 22:29:47.123 | INFO     | server.orchestrator:initialize:62 - Loaded 0 ADK tools from A2A agent configurations.
2025-06-02 22:29:47.123 | INFO     | server.orchestrator:initialize:92 - OrchestratorAgent fully initialized and ready.
2025-06-02 22:29:47.123 | INFO     | server.agent_server:lifespan:28 - Orchestrator Agent initialized.
2025-06-02 22:29:47.123 | INFO     | server.agent_server:lifespan:44 - Registered A2A tool for agent: weather_agent
2025-06-02 22:29:47.123 | INFO     | server.agent_server:lifespan:44 - Registered A2A tool for agent: web_search_agent
2025-06-02 22:29:47.123 | INFO     | server.agent_server:lifespan:44 - Registered A2A tool for agent: news_agent
2025-06-02 22:29:47.123 | INFO     | server.agent_server:lifespan:48 - Agent Server startup complete.
2025-06-02 22:29:47.123 | INFO     | server.api_gateway:_websocket_response_listener:56 - WebSocket response listener started.
2025-06-02 22:29:47.123 | INFO     | core.message_broker:consume:30 - Created new queue for topic 'InternalMessageType.ORCHESTRATOR_RESPONSE'.
2025-06-02 22:30:20.649 | INFO     | utils.logger:setup_logging:23 - Logging configured.
2025-06-02 22:30:21.072 | INFO     | client.connection_manager:__init__:17 - Client ConnectionManager initialized for ws://127.0.0.1:8001/ws
2025-06-02 22:30:21.072 | INFO     | client.agent_client:__init__:21 - AgentClient initialized. API: http://127.0.0.1:8000/api/v1, WS: ws://127.0.0.1:8001/ws
2025-06-02 22:54:54.338 | INFO     | utils.logger:setup_logging:23 - Logging configured.
2025-06-02 22:54:55.337 | INFO     | client.connection_manager:__init__:17 - Client ConnectionManager initialized for ws://127.0.0.1:5002/ws
2025-06-02 22:54:55.339 | INFO     | client.agent_client:__init__:21 - AgentClient initialized. API: http://127.0.0.1:5001/api/v1, WS: ws://127.0.0.1:5002/ws
2025-06-03 08:58:06.510 | INFO     | utils.logger:setup_logging:23 - Logging configured.
2025-06-03 08:58:06.512 | INFO     | __main__:main:16 - Starting Multi-Agent System Server on 127.0.0.1:5001
2025-06-03 08:58:06.512 | INFO     | __main__:main:17 - WebSocket Server will run on ws://127.0.0.1:5002/ws
2025-06-03 08:58:06.559 | INFO     | server.agent_server:lifespan:25 - Agent Server starting up...
2025-06-03 08:58:06.560 | INFO     | server.orchestrator:initialize:34 - Initializing OrchestratorAgent with Google ADK and Perplexity AI...
2025-06-03 08:58:06.597 | ERROR    | protocols.a2a_protocol:discover_agent_card:36 - An unexpected error occurred during agent discovery at http://127.0.0.1:5001/a2a: 'A2AClient' object has no attribute 'discover'
2025-06-03 08:58:06.597 | WARNING  | server.orchestrator:initialize:58 - Could not discover AgentCard for weather_agent at http://127.0.0.1:5001/a2a. It might not be running.
2025-06-03 08:58:06.605 | ERROR    | protocols.a2a_protocol:discover_agent_card:36 - An unexpected error occurred during agent discovery at http://127.0.0.1:5002/a2a: 'A2AClient' object has no attribute 'discover'
2025-06-03 08:58:06.606 | WARNING  | server.orchestrator:initialize:58 - Could not discover AgentCard for web_search_agent at http://127.0.0.1:5002/a2a. It might not be running.
2025-06-03 08:58:06.614 | ERROR    | protocols.a2a_protocol:discover_agent_card:36 - An unexpected error occurred during agent discovery at http://127.0.0.1:5003/a2a: 'A2AClient' object has no attribute 'discover'
2025-06-03 08:58:06.614 | WARNING  | server.orchestrator:initialize:58 - Could not discover AgentCard for news_agent at http://127.0.0.1:5003/a2a. It might not be running.
2025-06-03 08:58:06.614 | INFO     | server.orchestrator:initialize:62 - Loaded 0 ADK tools from A2A agent configurations.
2025-06-03 08:58:06.615 | INFO     | server.orchestrator:initialize:92 - OrchestratorAgent fully initialized and ready.
2025-06-03 08:58:06.616 | INFO     | server.agent_server:lifespan:28 - Orchestrator Agent initialized.
2025-06-03 08:58:06.616 | INFO     | server.agent_server:lifespan:44 - Registered A2A tool for agent: weather_agent
2025-06-03 08:58:06.617 | INFO     | server.agent_server:lifespan:44 - Registered A2A tool for agent: web_search_agent
2025-06-03 08:58:06.617 | INFO     | server.agent_server:lifespan:44 - Registered A2A tool for agent: news_agent
2025-06-03 08:58:06.617 | INFO     | server.agent_server:lifespan:48 - Agent Server startup complete.
2025-06-03 08:58:06.619 | INFO     | server.api_gateway:_websocket_response_listener:56 - WebSocket response listener started.
2025-06-03 08:58:06.619 | INFO     | core.message_broker:consume:30 - Created new queue for topic 'InternalMessageType.ORCHESTRATOR_RESPONSE'.
2025-06-03 08:59:40.801 | INFO     | server.agent_server:lifespan:50 - Agent Server shutting down...
2025-06-03 08:59:40.802 | INFO     | server.websocket_handler:disconnect_all:61 - All WebSocket connections disconnected.
2025-06-03 08:59:40.803 | INFO     | server.orchestrator:shutdown:95 - Shutting down OrchestratorAgent...
2025-06-03 08:59:40.803 | DEBUG    | core.message_broker:publish:16 - Publishing message to topic 'InternalMessageType.AGENT_STATUS_UPDATE': {'status': 'shutdown', 'message': 'Server is shutting down.'}
2025-06-03 08:59:40.803 | WARNING  | core.message_broker:publish:24 - No active queue or subscribers for topic 'InternalMessageType.AGENT_STATUS_UPDATE'. Message not delivered.
2025-06-03 08:59:40.804 | INFO     | server.agent_server:lifespan:57 - Agent Server shutdown complete.
2025-06-03 08:59:55.103 | INFO     | utils.logger:setup_logging:23 - Logging configured.
2025-06-03 08:59:55.103 | INFO     | __main__:main:16 - Starting Multi-Agent System Server on 127.0.0.1:5001
2025-06-03 08:59:55.103 | INFO     | __main__:main:17 - WebSocket Server will run on ws://127.0.0.1:5002/ws
2025-06-03 08:59:55.146 | INFO     | server.agent_server:lifespan:25 - Agent Server starting up...
2025-06-03 08:59:55.146 | INFO     | server.orchestrator:initialize:34 - Initializing OrchestratorAgent with Google ADK and Perplexity AI...
2025-06-03 08:59:55.158 | ERROR    | protocols.a2a_protocol:discover_agent_card:36 - An unexpected error occurred during agent discovery at http://127.0.0.1:5001/a2a: 'A2AClient' object has no attribute 'discover'
2025-06-03 08:59:55.159 | WARNING  | server.orchestrator:initialize:58 - Could not discover AgentCard for weather_agent at http://127.0.0.1:5001/a2a. It might not be running.
2025-06-03 08:59:55.164 | ERROR    | protocols.a2a_protocol:discover_agent_card:36 - An unexpected error occurred during agent discovery at http://127.0.0.1:5002/a2a: 'A2AClient' object has no attribute 'discover'
2025-06-03 08:59:55.164 | WARNING  | server.orchestrator:initialize:58 - Could not discover AgentCard for web_search_agent at http://127.0.0.1:5002/a2a. It might not be running.
2025-06-03 08:59:55.173 | ERROR    | protocols.a2a_protocol:discover_agent_card:36 - An unexpected error occurred during agent discovery at http://127.0.0.1:5003/a2a: 'A2AClient' object has no attribute 'discover'
2025-06-03 08:59:55.175 | WARNING  | server.orchestrator:initialize:58 - Could not discover AgentCard for news_agent at http://127.0.0.1:5003/a2a. It might not be running.
2025-06-03 08:59:55.175 | INFO     | server.orchestrator:initialize:62 - Loaded 0 ADK tools from A2A agent configurations.
2025-06-03 08:59:55.177 | INFO     | server.orchestrator:initialize:92 - OrchestratorAgent fully initialized and ready.
2025-06-03 08:59:55.177 | INFO     | server.agent_server:lifespan:28 - Orchestrator Agent initialized.
2025-06-03 08:59:55.177 | INFO     | server.agent_server:lifespan:44 - Registered A2A tool for agent: weather_agent
2025-06-03 08:59:55.177 | INFO     | server.agent_server:lifespan:44 - Registered A2A tool for agent: web_search_agent
2025-06-03 08:59:55.178 | INFO     | server.agent_server:lifespan:44 - Registered A2A tool for agent: news_agent
2025-06-03 08:59:55.178 | INFO     | server.agent_server:lifespan:48 - Agent Server startup complete.
2025-06-03 08:59:55.178 | INFO     | server.api_gateway:_websocket_response_listener:56 - WebSocket response listener started.
2025-06-03 08:59:55.178 | INFO     | core.message_broker:consume:30 - Created new queue for topic 'InternalMessageType.ORCHESTRATOR_RESPONSE'.
2025-06-03 09:18:09.050 | INFO     | server.agent_server:lifespan:50 - Agent Server shutting down...
2025-06-03 09:18:09.058 | INFO     | server.websocket_handler:disconnect_all:61 - All WebSocket connections disconnected.
2025-06-03 09:18:09.062 | INFO     | server.orchestrator:shutdown:95 - Shutting down OrchestratorAgent...
2025-06-03 09:18:09.070 | DEBUG    | core.message_broker:publish:16 - Publishing message to topic 'InternalMessageType.AGENT_STATUS_UPDATE': {'status': 'shutdown', 'message': 'Server is shutting down.'}
2025-06-03 09:18:09.071 | WARNING  | core.message_broker:publish:24 - No active queue or subscribers for topic 'InternalMessageType.AGENT_STATUS_UPDATE'. Message not delivered.
2025-06-03 09:18:09.071 | INFO     | server.agent_server:lifespan:57 - Agent Server shutdown complete.
2025-06-03 09:18:26.395 | INFO     | utils.logger:setup_logging:23 - Logging configured.
2025-06-03 09:18:26.395 | INFO     | __main__:main:16 - Starting Multi-Agent System Server on 127.0.0.1:5001
2025-06-03 09:18:26.396 | INFO     | __main__:main:17 - WebSocket Server will run on ws://127.0.0.1:5002/ws
2025-06-03 09:18:26.443 | INFO     | server.agent_server:lifespan:25 - Agent Server starting up...
2025-06-03 09:18:26.443 | INFO     | server.orchestrator:initialize:34 - Initializing OrchestratorAgent with Google ADK and Perplexity AI...
2025-06-03 09:18:26.449 | ERROR    | protocols.a2a_protocol:discover_agent_card:36 - An unexpected error occurred during agent discovery at http://127.0.0.1:5001/a2a: 'A2AClient' object has no attribute 'discover'
2025-06-03 09:18:26.449 | WARNING  | server.orchestrator:initialize:58 - Could not discover AgentCard for weather_agent at http://127.0.0.1:5001/a2a. It might not be running.
2025-06-03 09:18:26.517 | ERROR    | protocols.a2a_protocol:discover_agent_card:36 - An unexpected error occurred during agent discovery at http://127.0.0.1:5002/a2a: 'A2AClient' object has no attribute 'discover'
2025-06-03 09:18:26.517 | WARNING  | server.orchestrator:initialize:58 - Could not discover AgentCard for web_search_agent at http://127.0.0.1:5002/a2a. It might not be running.
2025-06-03 09:18:26.573 | ERROR    | protocols.a2a_protocol:discover_agent_card:36 - An unexpected error occurred during agent discovery at http://127.0.0.1:5003/a2a: 'A2AClient' object has no attribute 'discover'
2025-06-03 09:18:26.574 | WARNING  | server.orchestrator:initialize:58 - Could not discover AgentCard for news_agent at http://127.0.0.1:5003/a2a. It might not be running.
2025-06-03 09:18:26.574 | INFO     | server.orchestrator:initialize:62 - Loaded 0 ADK tools from A2A agent configurations.
2025-06-03 09:18:26.576 | INFO     | server.orchestrator:initialize:92 - OrchestratorAgent fully initialized and ready.
2025-06-03 09:18:26.578 | INFO     | server.agent_server:lifespan:28 - Orchestrator Agent initialized.
2025-06-03 09:18:26.579 | INFO     | server.agent_server:lifespan:44 - Registered A2A tool for agent: weather_agent
2025-06-03 09:18:26.580 | INFO     | server.agent_server:lifespan:44 - Registered A2A tool for agent: web_search_agent
2025-06-03 09:18:26.580 | INFO     | server.agent_server:lifespan:44 - Registered A2A tool for agent: news_agent
2025-06-03 09:18:26.581 | INFO     | server.agent_server:lifespan:48 - Agent Server startup complete.
2025-06-03 09:18:26.581 | INFO     | server.api_gateway:_websocket_response_listener:56 - WebSocket response listener started.
2025-06-03 09:18:26.582 | INFO     | core.message_broker:consume:30 - Created new queue for topic 'InternalMessageType.ORCHESTRATOR_RESPONSE'.
2025-06-03 09:23:16.414 | INFO     | server.agent_server:lifespan:50 - Agent Server shutting down...
2025-06-03 09:23:16.414 | INFO     | server.websocket_handler:disconnect_all:61 - All WebSocket connections disconnected.
2025-06-03 09:23:16.414 | INFO     | server.orchestrator:shutdown:95 - Shutting down OrchestratorAgent...
2025-06-03 09:23:16.415 | DEBUG    | core.message_broker:publish:16 - Publishing message to topic 'InternalMessageType.AGENT_STATUS_UPDATE': {'status': 'shutdown', 'message': 'Server is shutting down.'}
2025-06-03 09:23:16.415 | WARNING  | core.message_broker:publish:24 - No active queue or subscribers for topic 'InternalMessageType.AGENT_STATUS_UPDATE'. Message not delivered.
2025-06-03 09:23:16.416 | INFO     | server.agent_server:lifespan:57 - Agent Server shutdown complete.
2025-06-03 11:54:39.824 | INFO     | utils.logger:setup_logging:23 - Logging configured.
2025-06-03 11:54:39.832 | INFO     | __main__:main:16 - Starting Multi-Agent System Server on 127.0.0.1:5001
2025-06-03 11:54:39.832 | INFO     | __main__:main:17 - WebSocket Server will run on ws://127.0.0.1:5002/ws
2025-06-03 11:54:39.878 | INFO     | server.agent_server:lifespan:25 - Agent Server starting up...
2025-06-03 11:54:39.878 | INFO     | server.orchestrator:initialize:34 - Initializing OrchestratorAgent with Google ADK and Perplexity AI...
2025-06-03 11:54:39.878 | DEBUG    | protocols.a2a_protocol:discover_agent_card:52 - Attempting agent discovery at: http://127.0.0.1:5001/a2a/.well-known/agent.json
2025-06-03 11:54:40.007 | DEBUG    | protocols.a2a_protocol:discover_agent_card:52 - Attempting agent discovery at: http://127.0.0.1:5001/a2a/a2a
2025-06-03 11:54:40.027 | DEBUG    | protocols.a2a_protocol:discover_agent_card:52 - Attempting agent discovery at: http://127.0.0.1:5001/a2a/agent-card
2025-06-03 11:54:40.050 | DEBUG    | protocols.a2a_protocol:discover_agent_card:52 - Attempting agent discovery at: http://127.0.0.1:5001/a2a/info
2025-06-03 11:54:40.065 | WARNING  | protocols.a2a_protocol:discover_agent_card:87 - Could not discover agent card at any endpoint for http://127.0.0.1:5001/a2a
2025-06-03 11:54:40.065 | WARNING  | server.orchestrator:initialize:58 - Could not discover AgentCard for weather_agent at http://127.0.0.1:5001/a2a. It might not be running.
2025-06-03 11:54:40.065 | DEBUG    | protocols.a2a_protocol:discover_agent_card:52 - Attempting agent discovery at: http://127.0.0.1:5002/a2a/.well-known/agent.json
